id,gender,forename,surname,birth_date,death_date,father.forename,father.surname,mother.forename,mother.surname,floruit,study.colleges,arrival,study.degrees.years,degrees,birth_location.country,birth_location.county,birth_location.latitude,birth_location.longitude,birth_location.official_name,birth_location.original_name,references
idp1408139316,M,William,Ross,1828-07-30,1879-12-13,John,Ross,null,null,"[{""occupation"":""Chaplain"",""location"":{""original_name"":""Crimea"",""official_name"":null,""county"":null,""country"":null,""latitude"":45.3453029,""longitude"":34.4997274},""from"":""1854"",""to"":""1869""},{""occupation"":""Chaplain"",""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1854"",""to"":""1869""},{""occupation"":""Chaplain"",""location"":{""original_name"":""Ethiopia"",""official_name"":null,""county"":null,""country"":""ET"",""latitude"":9.145000000000001,""longitude"":40.489673},""from"":""1854"",""to"":""1869""},{""occupation"":""Minister"",""location"":{""original_name"":""Haddington"",""official_name"":""Haddington"",""county"":""East Lothian Council"",""country"":""GB"",""latitude"":55.95867399999999,""longitude"":-2.774864},""from"":""1869"",""to"":""1879""}]","[{""name"":""St Maryâ€™s College"",""from"":""1849"",""to"":""1851""}]",1849,null,null,GB,Inverclyde,55.956476,-4.771983,Greenock,Greenock,"[""UYSM400/5/27"",""Census 1851 St Andrews"",""W.I. Addison, Matriculation albums of the University of Glasgow 1728-1858"",""Fifeshire Jnl 31.9.1869 p6""]"
idp1363724604,M,George,Anderson,1826-12-17,21/12/1904,William,Anderson,Elizabeth,Redpath,"[{""occupation"":""Missionary"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1863"",""to"":""1865""},{""occupation"":""Minister"",""location"":{""original_name"":""Carmyllie"",""official_name"":""Carmyllie"",""county"":""Angus Council"",""country"":""GB"",""latitude"":56.57084399999999,""longitude"":-2.731168},""from"":""1869"",""to"":""1904-12-21""}]","[{""name"":""St Maryâ€™s College"",""from"":""1851"",""to"":""1853""}]",1851,null,null,GB,Scottish Borders,55.706534,-2.463809,Greenlaw,Greenlaw,"[""UYSM400/5/58"",""Fasti ecclesiae scoticanae"",""Births Reg. Greenlaw""]"
idp1408927660,M,David,Scott,1746-02-27,1805-10-04,Robert,Scott,Anne,Middleton,"[{""occupation"":""Free merchant"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1763"",""to"":""1786""},{""occupation"":""Landowner"",""location"":{""original_name"":""Dunninald"",""official_name"":""Montrose"",""county"":""Angus Council"",""country"":""GB"",""latitude"":56.679264,""longitude"":-2.485453},""from"":""1803"",""to"":null},{""occupation"":""M.P."",""location"":{""original_name"":""Angus"",""official_name"":null,""county"":""Angus Council"",""country"":""GB"",""latitude"":56.6979538,""longitude"":-2.9124057},""from"":""1790"",""to"":""1796""},{""occupation"":""M.P."",""location"":{""original_name"":""Dundee"",""official_name"":""Dundee"",""county"":""Dundee City Council"",""country"":""GB"",""latitude"":56.462018,""longitude"":-2.970721},""from"":""1791"",""to"":""1805-10-04""},{""occupation"":""M.P."",""location"":{""original_name"":""Perth"",""official_name"":""Perth"",""county"":""Perth and Kinross"",""country"":""GB"",""latitude"":56.394994,""longitude"":-3.430838},""from"":""1791"",""to"":""1805-10-04""},{""occupation"":""M.P."",""location"":{""original_name"":""Forfar"",""official_name"":""Forfar"",""county"":""Angus Council"",""country"":""GB"",""latitude"":56.643558,""longitude"":-2.889062},""from"":""1791"",""to"":""1805-10-04""}]","[{""name"":""United College"",""from"":""1758"",""to"":""1759""}]",1758,null,null,null,null,null,null,null,null,"[""Burke, Peerage"",""C. H. Philips, The East India Company, 1784 - 1834 p70 etc."",""Monumental inscription, Craig""]"
idp1398101284,M,Hugh,Maxwell,null,1793,null,null,null,null,"[{""occupation"":""writer"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1773"",""to"":null}]","[{""name"":""United College"",""from"":""1765"",""to"":""1766""}]",1765,null,null,null,null,null,null,null,null,null
idp1364139764,M,John,Anstruther,1753-03-27,null,John,Anstruther,Janet,Fall,"[{""occupation"":""M.P."",""location"":{""original_name"":""Cockermouth"",""official_name"":""Cockermouth"",""county"":""Cumbria"",""country"":""GB"",""latitude"":54.663261,""longitude"":-3.367985},""from"":""1790"",""to"":""1796""},{""occupation"":""Chief justice"",""location"":{""original_name"":""Kolkata"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1797"",""to"":""1806""},{""occupation"":""baronet"",""location"":{""original_name"":""Anstruther"",""official_name"":""Anstruther"",""county"":""Fife"",""country"":""GB"",""latitude"":56.22298000000001,""longitude"":-2.700539},""from"":""1808"",""to"":null}]","[{""name"":""United College"",""from"":""1766"",""to"":""1768""}]",1766,null,null,GB,Fife,56.22298,-2.700539,Anstruther,Anstruther,"[""UYUC400:6.4.1767"",""Hist. Parl. ii p25"",""Burke, Peerage""]"
idp1398651564,M,Graeme,Mercer,1764-07-04,1841-10-06,William,Mercer,Elizabeth,Swan,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1789"",""to"":null}]","[{""name"":""United College"",""from"":""1776"",""to"":""1778""}]",1776,null,null,null,null,null,null,null,null,"[""UYUC110 Moncrieffe"",""UYUC400:8.11.1776"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 385"",""Burke, Landed gentry""]"
idp1390437180,M,George,Kirkcaldy,1765-12-27,1797-10-23,George,Kirkcaldy,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bombay"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1789"",""to"":null},{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1789"",""to"":null}]","[{""name"":""United College"",""from"":""1780"",""to"":""1782""}]",1780,null,null,GB,Angus Council,56.48535,-3.083345,Liff,Liff,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 248"",""Edinburgh University, Library, Comrie file""]"
idp1384465388,M,John,Halkett,1768-02-28,1852-11-12,John,Halkett,Mary,Hamilton,"[{""occupation"":""Governor"",""location"":{""original_name"":""Bahamas"",""official_name"":null,""county"":null,""country"":""BS"",""latitude"":25.03428,""longitude"":-77.39627999999999},""from"":""1801"",""to"":null},{""occupation"":""Governor"",""location"":{""original_name"":""Tobago"",""official_name"":null,""county"":null,""country"":""TT"",""latitude"":11.2336911,""longitude"":-60.69889089999999},""from"":""1803"",""to"":""1805""},{""occupation"":""Chairman"",""location"":{""original_name"":""West India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":23.9074276,""longitude"":72.7097161},""from"":""1814"",""to"":""1819""}]","[{""name"":""United College"",""from"":""1781"",""to"":""1784""}]",1781,null,null,GB,Fife,56.0637663,-3.4955196,Crossford,"Pitfirrane, Dunfermline","[""George Monck Berkeley, Poems p. cccxlix"",""W.I. Addison, Matriculation albums of the University of Glasgow 1728-1858"",""Gentleman's Magazine 1852 ii 662""]"
idp1383148332,M,Alexander,Grant,null,null,null,null,null,null,"[{""occupation"":""writer"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1789"",""to"":null}]","[{""name"":""United College"",""from"":""1782"",""to"":""1784""}]",1782,null,null,null,null,null,null,null,null,"[""Prinsep p64""]"
idp1379061508,M,Alexander,Falconer,1768-04-26,null,Alexander,Falconer,Margaret,Bridie,"[{""occupation"":null,""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1789"",""to"":null}]","[{""name"":""United College"",""from"":""1782"",""to"":""1786""}]",1782,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,null
idp1399873652,M,Patrick,Moir,1769-07-05,1810-02-05,null,null,Martha,Byres,"[{""occupation"":""Commissioner of Court of Requests"",""location"":{""original_name"":""Kolkata, India"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1807"",""to"":""1810-02-05""}]","[{""name"":""United College"",""from"":""1783"",""to"":""1787""},{""name"":""St Maryâ€™s College"",""from"":""1787"",""to"":""1791""}]",1783,null,null,GB,Aberdeenshire,57.508123,-1.784066,Peterhead,Peterhead,"[""UYUC400:8.11.1783, 3.11.1784, 1.11.1785"",""UYUY452/9/74, 77, 93, 190"",""Moir genealogy p121""]"
idp1382949460,M,Edward,Graham,1775-10-14,1812-04-27,null,null,Catherine,Gregory,"[{""occupation"":""Cadet"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1793"",""to"":null}]","[{""name"":""United College"",""from"":""1785"",""to"":""1789""}]",1785,null,null,GB,Fife,56.29132,-2.929502,Baldinnie,Greigston near Baldinnie,"[""UYUC400:11.5.1785"",""Hodson, Officers Bengal Army""]"
idp1403469516,M,Robert,Paton,1775,1837-11-11,Robert,Patton,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1800"",""to"":null}]","[{""name"":""United College"",""from"":""1787"",""to"":""1790""}]",1787,null,null,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 331"",""Hodson, Officers Bengal Army""]"
idp1371162756,M,George,Campbell,1778-03-07,1854-05-20,George,Campbell,Magdalene,Hallyburton,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1799"",""to"":null}]","[{""name"":""United College"",""from"":""1790"",""to"":""1795""}]",1790,null,null,GB,Fife,56.320235,-3.010137,Cupar,Cupar,"[""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921)"",""Records of Clan Campbell in HEIC p128"",""Monumental inscription, Cupar extension""]"
idp1381907036,M,George James,Gillespie,1779-01-15,null,James,Gillespie,Jean,Fortune,"[{""occupation"":""Cadet"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1797-12-00"",""to"":null},{""occupation"":""Cadet"",""location"":{""original_name"":""Chennai"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1799"",""to"":null}]","[{""name"":""United College"",""from"":""1791"",""to"":""1793""}]",1791,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,"[""UYUC400:31.7.1792"",""SRO GD 51/17/7""]"
idp1403567956,M,George,Pattullo,1781-04-20,1804-08-31,John,Pattullo,Janet Halket,Pattullo,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1804"",""to"":null}]","[{""name"":""United College"",""from"":""1794"",""to"":""1797""}]",1794,null,null,null,null,null,null,null,null,"[""Crawford. IMS B549"",""W. Wood, The East Neuk of Fife. 2nd ed. (Edinburgh, 1887) p339""]"
idp1365691500,M,Thomas,Barron,1783-10-28,1844-05-25,null,null,Margaret,Stark,"[{""occupation"":""Cadet"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1799"",""to"":null}]","[{""name"":""United College"",""from"":""1794"",""to"":""1822""}]",1794,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews University,"[""V.C.P. Hodson, List of officers in the Bengal army 1758-1834 4v. (London, 1927-47) i 97""]"
idp1386819828,M,Hugh,Hope,1782-10-19,1822-10-07,Archibald,Hope,Elizabeth,Patoun,"[{""occupation"":""Officiating import warehouse keeper and naval stock keeper"",""location"":{""original_name"":""Mirzapore"",""official_name"":""Mirzapur"",""county"":""Mirzapur"",""country"":""IN"",""latitude"":25.1336987,""longitude"":82.5644344},""from"":""1822"",""to"":null}]","[{""name"":""United College"",""from"":""1795"",""to"":""1798""}]",1795,null,null,GB,East Lothian Council,55.9351823,-3.043369,Inveresk,Inveresk,"[""Burke, Peerage"",""Dodwell & Miles, Bengal Civil servants""]"
idp1405727972,M,Robert,Rattray,1781-11-26,1860,null,null,null,null,"[{""occupation"":null,""location"":{""original_name"":""India"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1800-12-03"",""to"":null},{""occupation"":""Writer"",""location"":{""original_name"":""Bengal Civil Service"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1800-12-09"",""to"":null}]","[{""name"":""United College"",""from"":""1796"",""to"":""1798""}]",1796,null,null,null,null,null,null,null,null,"[""Letters of Henrietta Rattray to her sons, Privately printed""]"
idp1410742852,M,George,Smeaton,1788-06-17,1863-12-25,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1809"",""to"":null}]","[{""name"":""United College"",""from"":""1803"",""to"":""1805""}]",1803,null,null,null,null,null,null,null,null,"[""Crawford, IM Bo 373""]"
idp1371782876,M,Alexander,Carnegie,1793-02-26,1862-08-01,Patrick,Carnegie,Margaret,Bower,"[{""occupation"":""Cadet"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1810"",""to"":null}]","[{""name"":""United College"",""from"":""1807"",""to"":""1808""}]",1807,null,null,null,null,null,null,null,null,"[""Hodson i p307"",""Deaths Reg. Edinburgh St George 1862/669""]"
idp1390816668,M,David,Lamb,1795-09-29,1818-11-17,James,Lamb,Susan,Imlach,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1816"",""to"":null}]","[{""name"":""United College"",""from"":""1809"",""to"":""1811""}]",1809,null,null,null,null,null,null,null,null,"[""Dundee Town council minute 1.1.1810"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 415""]"
idp1385599068,M,John,Henderson,1796-07-15,1836-03-12,William,Henderson,Henrietta,Smith,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1815"",""to"":null}]","[{""name"":""United College"",""from"":""1810"",""to"":""1813""}]",1810,null,null,GB,Angus Council,56.576418,-2.590263,St Vigeans,St Vigeans,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B 763"",""Monumental inscription, St Vigeans""]"
idp1417920244,M,Alexander,Webster,1788,1829-10-25,null,null,null,null,"[{""occupation"":null,""location"":{""original_name"":""St Andrews presbytery"",""official_name"":""St Andrews"",""county"":""Fife"",""country"":""GB"",""latitude"":56.3397753,""longitude"":-2.7967214},""from"":""1819"",""to"":null},{""occupation"":""Minister"",""location"":{""original_name"":""Madras"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1822"",""to"":null}]","[{""name"":""United College"",""from"":""1810"",""to"":""1814""},{""name"":""St Maryâ€™s College"",""from"":""1814"",""to"":""1818""}]",1810,null,null,null,null,null,null,null,null,"[""UYSM310/2"",""UYSM400/3/318, 329"",""UYUY452/12/183"",""Dundee Town council minute 24.4.1811"",""Dundee Advertiser 14.7.1820"",""Fasti ecclesiae scoticanae""]"
idp1404823348,M,Thomas [Simson],Pratt,1797,1879-02-02,null,null,Ann,Simson,"[{""occupation"":""Deputy Adjutant General"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1843"",""to"":""1855""},{""occupation"":""Deputy Adjutant General"",""location"":{""original_name"":""Australia"",""official_name"":null,""county"":null,""country"":""AU"",""latitude"":-25.274398,""longitude"":133.775136},""from"":""1856"",""to"":""1861""},{""occupation"":null,""location"":{""original_name"":""New Zealand"",""official_name"":null,""county"":null,""country"":""NZ"",""latitude"":-40.900557,""longitude"":174.885971},""from"":""1860"",""to"":""1861""}]","[{""name"":""United College"",""from"":""1811"",""to"":""1813""}]",1811,null,null,null,null,null,null,null,null,"[""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921)"",""DNB"",""Australian Dictionary of Biography"",""C. C. B. Watson, Alexander Cowan, 1915""]"
idp1370486108,M,Donald,Butter,1799-10-03,1877-12-24,Thomas,Butter,Girsael,Mcnabb,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1821"",""to"":null}]","[{""name"":""United College"",""from"":""1813"",""to"":""1815""}]",1813,null,null,GB,Perth and Kinross,56.711744,-3.721285,Moulin,Moulin,"[""UYUY674 A. K. Lindsay"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B908"",""Christison 2 291"",""Monumental inscription, Moulin""]"
